replicate,scenario,event,interval,event_time,time_start,time_end,from,to,branch_from,branch_to,n_jumps,magnitude
353,branch_reorganization,branch_transition,1,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.0,1.0,,,,
353,branch_reorganization,branch_transition,1,0.1111111111111111,,,,,0.0,1.0,,
356,branch_reorganization,branch_transition,13,0.7777777777777777,0.7222222222222222,0.7777777777777777,0.0,1.0,,,,
356,branch_reorganization,branch_transition,13,0.7777777777777777,,,,,0.0,1.0,,
359,branch_reorganization,branch_transition,13,0.7777777777777777,0.7222222222222222,0.7777777777777777,0.0,1.0,,,,
359,branch_reorganization,branch_transition,13,0.7777777777777777,,,,,0.0,1.0,,
362,branch_reorganization,branch_transition,7,0.4444444444444444,0.38888888888888884,0.4444444444444444,0.0,1.0,,,,
362,branch_reorganization,branch_transition,8,0.5,0.4444444444444444,0.5,1.0,0.0,,,,
362,branch_reorganization,branch_transition,7,0.4444444444444444,,,,,0.0,1.0,,
362,branch_reorganization,branch_transition,8,0.5,,,,,1.0,0.0,,
365,branch_reorganization,branch_transition,11,0.6666666666666666,0.611111111111111,0.6666666666666666,0.0,1.0,,,,
365,branch_reorganization,branch_transition,11,0.6666666666666666,,,,,0.0,1.0,,
377,branch_reorganization,branch_transition,3,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.0,1.0,,,,
377,branch_reorganization,branch_transition,12,0.7222222222222222,0.6666666666666666,0.7222222222222222,1.0,0.0,,,,
377,branch_reorganization,branch_transition,3,0.2222222222222222,,,,,0.0,1.0,,
377,branch_reorganization,branch_transition,12,0.7222222222222222,,,,,1.0,0.0,,
380,branch_reorganization,branch_transition,6,0.38888888888888884,0.3333333333333333,0.38888888888888884,0.0,1.0,,,,
380,branch_reorganization,branch_transition,17,1.0,0.9444444444444444,1.0,1.0,0.0,,,,
380,branch_reorganization,branch_transition,6,0.38888888888888884,,,,,0.0,1.0,,
380,branch_reorganization,branch_transition,17,1.0,,,,,1.0,0.0,,
386,branch_reorganization,branch_transition,9,0.5555555555555556,0.5,0.5555555555555556,0.0,1.0,,,,
386,branch_reorganization,branch_transition,15,0.8888888888888888,0.8333333333333333,0.8888888888888888,1.0,0.0,,,,
386,branch_reorganization,branch_transition,9,0.5555555555555556,,,,,0.0,1.0,,
386,branch_reorganization,branch_transition,15,0.8888888888888888,,,,,1.0,0.0,,
389,branch_reorganization,branch_transition,3,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.0,1.0,,,,
389,branch_reorganization,branch_transition,13,0.7777777777777777,0.7222222222222222,0.7777777777777777,1.0,0.0,,,,
389,branch_reorganization,branch_transition,3,0.2222222222222222,,,,,0.0,1.0,,
389,branch_reorganization,branch_transition,13,0.7777777777777777,,,,,1.0,0.0,,
398,branch_reorganization,branch_transition,7,0.4444444444444444,0.38888888888888884,0.4444444444444444,0.0,1.0,,,,
398,branch_reorganization,branch_transition,7,0.4444444444444444,,,,,0.0,1.0,,
