replicate,seed,jump_rate,jump_scale,diffusion_sigma,observation_noise,n_observations,n_observed,n_true_jumps,n_detected_jumps,tp,fp,tn,fn,precision,recall,false_positive_rate,f1,condition_index
28,437645778,0.5,0.9,0.1,0.1,20,20,2,7,2,5,12,0,0.2857142857142857,1.0,0.29411764705882354,0.4444444444444445,146
29,460302725,0.5,0.9,0.1,0.1,20,20,3,6,3,3,13,0,0.5,1.0,0.1875,0.6666666666666666,146
30,2091871562,0.5,0.9,0.1,0.1,20,20,3,6,2,4,12,1,0.3333333333333333,0.6666666666666666,0.25,0.4444444444444444,146
31,352115131,0.5,0.9,0.1,0.1,20,20,2,7,2,5,12,0,0.2857142857142857,1.0,0.29411764705882354,0.4444444444444445,146
32,1098141931,0.5,0.9,0.1,0.1,20,20,2,6,1,5,12,1,0.16666666666666666,0.5,0.29411764705882354,0.25,146
33,833814308,0.5,0.9,0.1,0.1,20,20,3,9,3,6,10,0,0.3333333333333333,1.0,0.375,0.5,146
34,1085427252,0.5,0.9,0.1,0.1,20,20,1,7,1,6,12,0,0.14285714285714285,1.0,0.3333333333333333,0.25,146
35,1980490778,0.5,0.9,0.1,0.1,20,20,3,10,3,7,9,0,0.3,1.0,0.4375,0.4615384615384615,146
36,594095876,0.5,0.9,0.1,0.1,20,20,1,8,1,7,11,0,0.125,1.0,0.3888888888888889,0.2222222222222222,146
37,907639886,0.5,0.9,0.1,0.1,20,20,1,2,1,1,17,0,0.5,1.0,0.05555555555555555,0.6666666666666666,146
38,1243396753,0.5,0.9,0.1,0.1,20,20,1,12,1,11,7,0,0.08333333333333333,1.0,0.6111111111111112,0.15384615384615385,146
39,1151226927,0.5,0.9,0.1,0.1,20,20,1,6,1,5,13,0,0.16666666666666666,1.0,0.2777777777777778,0.2857142857142857,146
40,344226761,0.5,0.9,0.1,0.1,20,20,2,7,1,6,11,1,0.14285714285714285,0.5,0.35294117647058826,0.22222222222222224,146
41,1512356578,0.5,0.9,0.1,0.1,20,20,0,6,0,6,13,0,0.0,,0.3157894736842105,,146
42,461640015,0.5,0.9,0.1,0.1,20,20,3,10,3,7,9,0,0.3,1.0,0.4375,0.4615384615384615,146
43,947203399,0.5,0.9,0.1,0.1,20,20,0,6,0,6,13,0,0.0,,0.3157894736842105,,146
44,1479496584,0.5,0.9,0.1,0.1,20,20,2,8,2,6,11,0,0.25,1.0,0.35294117647058826,0.4,146
45,1360333611,0.5,0.9,0.1,0.1,20,20,3,8,3,5,11,0,0.375,1.0,0.3125,0.5454545454545454,146
46,966738631,0.5,0.9,0.1,0.1,20,20,3,6,2,4,12,1,0.3333333333333333,0.6666666666666666,0.25,0.4444444444444444,146
47,1180448465,0.5,0.9,0.1,0.1,20,20,3,10,3,7,9,0,0.3,1.0,0.4375,0.4615384615384615,146
48,221468316,0.5,0.9,0.1,0.1,20,20,2,11,2,9,8,0,0.18181818181818182,1.0,0.5294117647058824,0.3076923076923077,146
49,878535768,0.5,0.9,0.1,0.1,20,20,1,3,0,3,15,1,0.0,0.0,0.16666666666666666,0.0,146
0,246001890,0.5,0.9,0.1,0.1,40,40,3,13,3,10,26,0,0.23076923076923078,1.0,0.2777777777777778,0.375,147
1,2117508138,0.5,0.9,0.1,0.1,40,40,5,21,5,16,18,0,0.23809523809523808,1.0,0.47058823529411764,0.3846153846153846,147
2,1349613146,0.5,0.9,0.1,0.1,40,40,1,18,1,17,21,0,0.05555555555555555,1.0,0.4473684210526316,0.10526315789473684,147
3,378392872,0.5,0.9,0.1,0.1,40,40,0,15,0,15,24,0,0.0,,0.38461538461538464,,147
4,482536238,0.5,0.9,0.1,0.1,40,40,3,19,3,16,20,0,0.15789473684210525,1.0,0.4444444444444444,0.2727272727272727,147
5,460516154,0.5,0.9,0.1,0.1,40,40,1,19,1,18,20,0,0.05263157894736842,1.0,0.47368421052631576,0.1,147
6,1219944532,0.5,0.9,0.1,0.1,40,40,4,15,4,11,24,0,0.26666666666666666,1.0,0.3142857142857143,0.4210526315789474,147
7,719489893,0.5,0.9,0.1,0.1,40,40,4,16,3,13,22,1,0.1875,0.75,0.37142857142857144,0.3,147
8,1289647018,0.5,0.9,0.1,0.1,40,40,6,17,6,11,22,0,0.35294117647058826,1.0,0.3333333333333333,0.5217391304347826,147
9,1823304363,0.5,0.9,0.1,0.1,40,40,3,14,3,11,25,0,0.21428571428571427,1.0,0.3055555555555556,0.35294117647058826,147
10,819340009,0.5,0.9,0.1,0.1,40,40,5,24,4,20,14,1,0.16666666666666666,0.8,0.5882352941176471,0.27586206896551724,147
11,1219732208,0.5,0.9,0.1,0.1,40,40,2,16,2,14,23,0,0.125,1.0,0.3783783783783784,0.2222222222222222,147
12,1863233386,0.5,0.9,0.1,0.1,40,40,2,24,1,23,14,1,0.041666666666666664,0.5,0.6216216216216216,0.07692307692307693,147
13,733493586,0.5,0.9,0.1,0.1,40,40,4,22,4,18,17,0,0.18181818181818182,1.0,0.5142857142857142,0.3076923076923077,147
14,936976174,0.5,0.9,0.1,0.1,40,40,1,16,1,15,23,0,0.0625,1.0,0.39473684210526316,0.11764705882352941,147
15,139349097,0.5,0.9,0.1,0.1,40,40,2,19,2,17,20,0,0.10526315789473684,1.0,0.4594594594594595,0.1904761904761905,147
16,1356809083,0.5,0.9,0.1,0.1,40,40,2,23,0,23,14,2,0.0,0.0,0.6216216216216216,0.0,147
17,1273323495,0.5,0.9,0.1,0.1,40,40,3,13,3,10,26,0,0.23076923076923078,1.0,0.2777777777777778,0.375,147
18,676552635,0.5,0.9,0.1,0.1,40,40,2,23,2,21,16,0,0.08695652173913043,1.0,0.5675675675675675,0.16,147
19,1327864653,0.5,0.9,0.1,0.1,40,40,2,18,2,16,21,0,0.1111111111111111,1.0,0.43243243243243246,0.19999999999999998,147
20,707144970,0.5,0.9,0.1,0.1,40,40,1,26,1,25,13,0,0.038461538461538464,1.0,0.6578947368421053,0.07407407407407407,147
21,366314135,0.5,0.9,0.1,0.1,40,40,2,13,2,11,26,0,0.15384615384615385,1.0,0.2972972972972973,0.2666666666666667,147
22,446538928,0.5,0.9,0.1,0.1,40,40,1,14,1,13,25,0,0.07142857142857142,1.0,0.34210526315789475,0.13333333333333333,147
23,1128823674,0.5,0.9,0.1,0.1,40,40,3,20,3,17,19,0,0.15,1.0,0.4722222222222222,0.2608695652173913,147
24,1537289222,0.5,0.9,0.1,0.1,40,40,2,22,2,20,17,0,0.09090909090909091,1.0,0.5405405405405406,0.16666666666666669,147
25,2054879626,0.5,0.9,0.1,0.1,40,40,2,24,1,23,14,1,0.041666666666666664,0.5,0.6216216216216216,0.07692307692307693,147
26,1133765524,0.5,0.9,0.1,0.1,40,40,2,17,2,15,22,0,0.11764705882352941,1.0,0.40540540540540543,0.21052631578947367,147
27,1665021484,0.5,0.9,0.1,0.1,40,40,2,15,2,13,24,0,0.13333333333333333,1.0,0.35135135135135137,0.23529411764705882,147
28,2059843804,0.5,0.9,0.1,0.1,40,40,2,11,2,9,28,0,0.18181818181818182,1.0,0.24324324324324326,0.3076923076923077,147
29,1163815427,0.5,0.9,0.1,0.1,40,40,0,19,0,19,20,0,0.0,,0.48717948717948717,,147
30,1372175341,0.5,0.9,0.1,0.1,40,40,4,22,4,18,17,0,0.18181818181818182,1.0,0.5142857142857142,0.3076923076923077,147
31,1623700117,0.5,0.9,0.1,0.1,40,40,2,13,2,11,26,0,0.15384615384615385,1.0,0.2972972972972973,0.2666666666666667,147
32,1334612263,0.5,0.9,0.1,0.1,40,40,1,25,1,24,14,0,0.04,1.0,0.631578947368421,0.07692307692307693,147
33,1438659799,0.5,0.9,0.1,0.1,40,40,0,22,0,22,17,0,0.0,,0.5641025641025641,,147
34,860037126,0.5,0.9,0.1,0.1,40,40,2,25,2,23,14,0,0.08,1.0,0.6216216216216216,0.14814814814814814,147
35,121758021,0.5,0.9,0.1,0.1,40,40,2,17,1,16,21,1,0.058823529411764705,0.5,0.43243243243243246,0.10526315789473684,147
36,926618066,0.5,0.9,0.1,0.1,40,40,2,19,2,17,20,0,0.10526315789473684,1.0,0.4594594594594595,0.1904761904761905,147
37,1340069868,0.5,0.9,0.1,0.1,40,40,4,22,4,18,17,0,0.18181818181818182,1.0,0.5142857142857142,0.3076923076923077,147
38,846931949,0.5,0.9,0.1,0.1,40,40,1,21,1,20,18,0,0.047619047619047616,1.0,0.5263157894736842,0.0909090909090909,147
39,1851235469,0.5,0.9,0.1,0.1,40,40,6,21,6,15,18,0,0.2857142857142857,1.0,0.45454545454545453,0.4444444444444445,147
40,517037094,0.5,0.9,0.1,0.1,40,40,3,16,3,13,23,0,0.1875,1.0,0.3611111111111111,0.3157894736842105,147
41,994831993,0.5,0.9,0.1,0.1,40,40,1,17,0,17,21,1,0.0,0.0,0.4473684210526316,0.0,147
42,2085804701,0.5,0.9,0.1,0.1,40,40,2,25,1,24,13,1,0.04,0.5,0.6486486486486487,0.07407407407407407,147
43,811630339,0.5,0.9,0.1,0.1,40,40,3,24,2,22,14,1,0.08333333333333333,0.6666666666666666,0.6111111111111112,0.14814814814814814,147
44,1570062393,0.5,0.9,0.1,0.1,40,40,3,19,3,16,20,0,0.15789473684210525,1.0,0.4444444444444444,0.2727272727272727,147
45,372307301,0.5,0.9,0.1,0.1,40,40,1,23,1,22,16,0,0.043478260869565216,1.0,0.5789473684210527,0.08333333333333333,147
46,1688636773,0.5,0.9,0.1,0.1,40,40,3,16,2,14,22,1,0.125,0.6666666666666666,0.3888888888888889,0.21052631578947367,147
47,1159536168,0.5,0.9,0.1,0.1,40,40,4,18,4,14,21,0,0.2222222222222222,1.0,0.4,0.3636363636363636,147
48,370294523,0.5,0.9,0.1,0.1,40,40,1,11,1,10,28,0,0.09090909090909091,1.0,0.2631578947368421,0.16666666666666669,147
49,646190415,0.5,0.9,0.1,0.1,40,40,2,19,2,17,20,0,0.10526315789473684,1.0,0.4594594594594595,0.1904761904761905,147
0,394597042,0.5,0.9,0.1,0.25,20,20,3,15,3,12,4,0,0.2,1.0,0.75,0.33333333333333337,148
1,1651460552,0.5,0.9,0.1,0.25,20,20,1,15,1,14,4,0,0.06666666666666667,1.0,0.7777777777777778,0.125,148
2,206361515,0.5,0.9,0.1,0.25,20,20,2,13,2,11,6,0,0.15384615384615385,1.0,0.6470588235294118,0.2666666666666667,148
3,947358837,0.5,0.9,0.1,0.25,20,20,1,12,1,11,7,0,0.08333333333333333,1.0,0.6111111111111112,0.15384615384615385,148
4,1180784601,0.5,0.9,0.1,0.25,20,20,3,17,3,14,2,0,0.17647058823529413,1.0,0.875,0.3,148
5,1729871681,0.5,0.9,0.1,0.25,20,20,0,11,0,11,8,0,0.0,,0.5789473684210527,,148
6,557401456,0.5,0.9,0.1,0.25,20,20,2,12,2,10,7,0,0.16666666666666666,1.0,0.5882352941176471,0.2857142857142857,148
7,1156382257,0.5,0.9,0.1,0.25,20,20,2,13,2,11,6,0,0.15384615384615385,1.0,0.6470588235294118,0.2666666666666667,148
8,383750807,0.5,0.9,0.1,0.25,20,20,4,13,3,10,5,1,0.23076923076923078,0.75,0.6666666666666666,0.3529411764705882,148
9,1078387465,0.5,0.9,0.1,0.25,20,20,1,14,0,14,4,1,0.0,0.0,0.7777777777777778,0.0,148
10,2077300059,0.5,0.9,0.1,0.25,20,20,5,13,5,8,6,0,0.38461538461538464,1.0,0.5714285714285714,0.5555555555555556,148
11,242643952,0.5,0.9,0.1,0.25,20,20,3,18,3,15,1,0,0.16666666666666666,1.0,0.9375,0.2857142857142857,148
12,973819534,0.5,0.9,0.1,0.25,20,20,1,16,1,15,3,0,0.0625,1.0,0.8333333333333334,0.11764705882352941,148
13,1374225032,0.5,0.9,0.1,0.25,20,20,1,16,1,15,3,0,0.0625,1.0,0.8333333333333334,0.11764705882352941,148
14,265536754,0.5,0.9,0.1,0.25,20,20,1,14,1,13,5,0,0.07142857142857142,1.0,0.7222222222222222,0.13333333333333333,148
15,1105195687,0.5,0.9,0.1,0.25,20,20,2,14,1,13,4,1,0.07142857142857142,0.5,0.7647058823529411,0.125,148
16,260169513,0.5,0.9,0.1,0.25,20,20,0,10,0,10,9,0,0.0,,0.5263157894736842,,148
17,1439717044,0.5,0.9,0.1,0.25,20,20,1,11,1,10,8,0,0.09090909090909091,1.0,0.5555555555555556,0.16666666666666669,148
18,588243493,0.5,0.9,0.1,0.25,20,20,4,12,3,9,6,1,0.25,0.75,0.6,0.375,148
19,1303003556,0.5,0.9,0.1,0.25,20,20,2,14,2,12,5,0,0.14285714285714285,1.0,0.7058823529411765,0.25,148
20,450405750,0.5,0.9,0.1,0.25,20,20,1,15,1,14,4,0,0.06666666666666667,1.0,0.7777777777777778,0.125,148
21,1102951884,0.5,0.9,0.1,0.25,20,20,2,9,2,7,10,0,0.2222222222222222,1.0,0.4117647058823529,0.3636363636363636,148
22,486114468,0.5,0.9,0.1,0.25,20,20,2,13,2,11,6,0,0.15384615384615385,1.0,0.6470588235294118,0.2666666666666667,148
23,292147440,0.5,0.9,0.1,0.25,20,20,4,12,4,8,7,0,0.3333333333333333,1.0,0.5333333333333333,0.5,148
24,1347782421,0.5,0.9,0.1,0.25,20,20,1,12,1,11,7,0,0.08333333333333333,1.0,0.6111111111111112,0.15384615384615385,148
25,1355616537,0.5,0.9,0.1,0.25,20,20,2,16,2,14,3,0,0.125,1.0,0.8235294117647058,0.2222222222222222,148
26,1788329969,0.5,0.9,0.1,0.25,20,20,1,13,1,12,6,0,0.07692307692307693,1.0,0.6666666666666666,0.14285714285714288,148
27,1227363376,0.5,0.9,0.1,0.25,20,20,1,13,1,12,6,0,0.07692307692307693,1.0,0.6666666666666666,0.14285714285714288,148
28,2910204,0.5,0.9,0.1,0.25,20,20,2,14,2,12,5,0,0.14285714285714285,1.0,0.7058823529411765,0.25,148
29,1701182118,0.5,0.9,0.1,0.25,20,20,1,14,1,13,5,0,0.07142857142857142,1.0,0.7222222222222222,0.13333333333333333,148
30,788253464,0.5,0.9,0.1,0.25,20,20,3,14,3,11,5,0,0.21428571428571427,1.0,0.6875,0.35294117647058826,148
31,1908728418,0.5,0.9,0.1,0.25,20,20,4,13,4,9,6,0,0.3076923076923077,1.0,0.6,0.47058823529411764,148
32,763939375,0.5,0.9,0.1,0.25,20,20,2,15,2,13,4,0,0.13333333333333333,1.0,0.7647058823529411,0.23529411764705882,148
33,1904051374,0.5,0.9,0.1,0.25,20,20,2,10,2,8,9,0,0.2,1.0,0.47058823529411764,0.33333333333333337,148
34,1933362126,0.5,0.9,0.1,0.25,20,20,2,15,1,14,3,1,0.06666666666666667,0.5,0.8235294117647058,0.11764705882352941,148
35,1614171292,0.5,0.9,0.1,0.25,20,20,4,15,4,11,4,0,0.26666666666666666,1.0,0.7333333333333333,0.4210526315789474,148
36,633066,0.5,0.9,0.1,0.25,20,20,3,15,3,12,4,0,0.2,1.0,0.75,0.33333333333333337,148
37,710314837,0.5,0.9,0.1,0.25,20,20,2,14,2,12,5,0,0.14285714285714285,1.0,0.7058823529411765,0.25,148
38,237263629,0.5,0.9,0.1,0.25,20,20,2,13,2,11,6,0,0.15384615384615385,1.0,0.6470588235294118,0.2666666666666667,148
39,694594569,0.5,0.9,0.1,0.25,20,20,0,8,0,8,11,0,0.0,,0.42105263157894735,,148
40,1705476994,0.5,0.9,0.1,0.25,20,20,1,16,1,15,3,0,0.0625,1.0,0.8333333333333334,0.11764705882352941,148
41,725929025,0.5,0.9,0.1,0.25,20,20,2,11,0,11,6,2,0.0,0.0,0.6470588235294118,0.0,148
42,56220389,0.5,0.9,0.1,0.25,20,20,3,13,2,11,5,1,0.15384615384615385,0.6666666666666666,0.6875,0.25,148
43,253750206,0.5,0.9,0.1,0.25,20,20,3,14,1,13,3,2,0.07142857142857142,0.3333333333333333,0.8125,0.11764705882352941,148
44,2023450703,0.5,0.9,0.1,0.25,20,20,4,16,3,13,2,1,0.1875,0.75,0.8666666666666667,0.3,148
45,1462161007,0.5,0.9,0.1,0.25,20,20,1,11,1,10,8,0,0.09090909090909091,1.0,0.5555555555555556,0.16666666666666669,148
46,1576994694,0.5,0.9,0.1,0.25,20,20,0,12,0,12,7,0,0.0,,0.631578947368421,,148
47,1238599474,0.5,0.9,0.1,0.25,20,20,3,14,3,11,5,0,0.21428571428571427,1.0,0.6875,0.35294117647058826,148
48,89603944,0.5,0.9,0.1,0.25,20,20,3,16,3,13,3,0,0.1875,1.0,0.8125,0.3157894736842105,148
49,97146119,0.5,0.9,0.1,0.25,20,20,1,14,1,13,5,0,0.07142857142857142,1.0,0.7222222222222222,0.13333333333333333,148
0,1782494074,0.5,0.9,0.1,0.25,40,40,1,29,1,28,10,0,0.034482758620689655,1.0,0.7368421052631579,0.06666666666666667,149
1,1043757398,0.5,0.9,0.1,0.25,40,40,2,34,2,32,5,0,0.058823529411764705,1.0,0.8648648648648649,0.1111111111111111,149
2,1710843820,0.5,0.9,0.1,0.25,40,40,1,29,1,28,10,0,0.034482758620689655,1.0,0.7368421052631579,0.06666666666666667,149
3,1840669308,0.5,0.9,0.1,0.25,40,40,2,32,1,31,6,1,0.03125,0.5,0.8378378378378378,0.058823529411764705,149
4,1890821783,0.5,0.9,0.1,0.25,40,40,3,28,3,25,11,0,0.10714285714285714,1.0,0.6944444444444444,0.19354838709677416,149
5,419828156,0.5,0.9,0.1,0.25,40,40,1,28,1,27,11,0,0.03571428571428571,1.0,0.7105263157894737,0.0689655172413793,149
6,497702389,0.5,0.9,0.1,0.25,40,40,3,32,3,29,7,0,0.09375,1.0,0.8055555555555556,0.17142857142857143,149
7,226362257,0.5,0.9,0.1,0.25,40,40,4,29,4,25,10,0,0.13793103448275862,1.0,0.7142857142857143,0.2424242424242424,149
8,466625499,0.5,0.9,0.1,0.25,40,40,4,31,4,27,8,0,0.12903225806451613,1.0,0.7714285714285715,0.2285714285714286,149
9,203352886,0.5,0.9,0.1,0.25,40,40,1,31,1,30,8,0,0.03225806451612903,1.0,0.7894736842105263,0.0625,149
10,1452194116,0.5,0.9,0.1,0.25,40,40,4,31,4,27,8,0,0.12903225806451613,1.0,0.7714285714285715,0.2285714285714286,149
11,94281494,0.5,0.9,0.1,0.25,40,40,2,34,2,32,5,0,0.058823529411764705,1.0,0.8648648648648649,0.1111111111111111,149
12,42853236,0.5,0.9,0.1,0.25,40,40,3,32,1,31,5,2,0.03125,0.3333333333333333,0.8611111111111112,0.05714285714285714,149
13,167091177,0.5,0.9,0.1,0.25,40,40,2,29,2,27,10,0,0.06896551724137931,1.0,0.7297297297297297,0.12903225806451613,149
14,2033957203,0.5,0.9,0.1,0.25,40,40,0,29,0,29,10,0,0.0,,0.7435897435897436,,149
15,1471125219,0.5,0.9,0.1,0.25,40,40,3,28,3,25,11,0,0.10714285714285714,1.0,0.6944444444444444,0.19354838709677416,149
16,1070896246,0.5,0.9,0.1,0.25,40,40,0,34,0,34,5,0,0.0,,0.8717948717948718,,149
17,1426008120,0.5,0.9,0.1,0.25,40,40,4,32,4,28,7,0,0.125,1.0,0.8,0.2222222222222222,149
18,250243236,0.5,0.9,0.1,0.25,40,40,1,29,1,28,10,0,0.034482758620689655,1.0,0.7368421052631579,0.06666666666666667,149
19,946599363,0.5,0.9,0.1,0.25,40,40,2,29,2,27,10,0,0.06896551724137931,1.0,0.7297297297297297,0.12903225806451613,149
20,741466195,0.5,0.9,0.1,0.25,40,40,0,25,0,25,14,0,0.0,,0.6410256410256411,,149
21,2083441760,0.5,0.9,0.1,0.25,40,40,2,32,2,30,7,0,0.0625,1.0,0.8108108108108109,0.11764705882352941,149
22,95655613,0.5,0.9,0.1,0.25,40,40,5,33,5,28,6,0,0.15151515151515152,1.0,0.8235294117647058,0.2631578947368421,149
23,1805943039,0.5,0.9,0.1,0.25,40,40,0,33,0,33,6,0,0.0,,0.8461538461538461,,149
24,1003997435,0.5,0.9,0.1,0.25,40,40,2,26,2,24,13,0,0.07692307692307693,1.0,0.6486486486486487,0.14285714285714288,149
25,1612546680,0.5,0.9,0.1,0.25,40,40,1,32,1,31,7,0,0.03125,1.0,0.8157894736842105,0.06060606060606061,149
26,683154953,0.5,0.9,0.1,0.25,40,40,2,27,2,25,12,0,0.07407407407407407,1.0,0.6756756756756757,0.13793103448275862,149
27,269394279,0.5,0.9,0.1,0.25,40,40,3,27,3,24,12,0,0.1111111111111111,1.0,0.6666666666666666,0.19999999999999998,149
28,639863421,0.5,0.9,0.1,0.25,40,40,2,28,2,26,11,0,0.07142857142857142,1.0,0.7027027027027027,0.13333333333333333,149
29,1025702120,0.5,0.9,0.1,0.25,40,40,2,32,2,30,7,0,0.0625,1.0,0.8108108108108109,0.11764705882352941,149
30,244378904,0.5,0.9,0.1,0.25,40,40,0,31,0,31,8,0,0.0,,0.7948717948717948,,149
31,1874245087,0.5,0.9,0.1,0.25,40,40,1,35,1,34,4,0,0.02857142857142857,1.0,0.8947368421052632,0.05555555555555556,149
32,1693741312,0.5,0.9,0.1,0.25,40,40,4,30,4,26,9,0,0.13333333333333333,1.0,0.7428571428571429,0.23529411764705882,149
33,1071629539,0.5,0.9,0.1,0.25,40,40,5,29,5,24,10,0,0.1724137931034483,1.0,0.7058823529411765,0.29411764705882354,149
34,348757274,0.5,0.9,0.1,0.25,40,40,2,32,2,30,7,0,0.0625,1.0,0.8108108108108109,0.11764705882352941,149
35,758012219,0.5,0.9,0.1,0.25,40,40,3,30,2,28,8,1,0.06666666666666667,0.6666666666666666,0.7777777777777778,0.1212121212121212,149
36,1313246032,0.5,0.9,0.1,0.25,40,40,1,31,1,30,8,0,0.03225806451612903,1.0,0.7894736842105263,0.0625,149
37,1219128347,0.5,0.9,0.1,0.25,40,40,2,26,2,24,13,0,0.07692307692307693,1.0,0.6486486486486487,0.14285714285714288,149
38,1735293014,0.5,0.9,0.1,0.25,40,40,3,29,3,26,10,0,0.10344827586206896,1.0,0.7222222222222222,0.1875,149
39,85439056,0.5,0.9,0.1,0.25,40,40,3,37,3,34,2,0,0.08108108108108109,1.0,0.9444444444444444,0.15,149
40,2039749112,0.5,0.9,0.1,0.25,40,40,1,23,0,23,15,1,0.0,0.0,0.6052631578947368,0.0,149
41,872335864,0.5,0.9,0.1,0.25,40,40,0,27,0,27,12,0,0.0,,0.6923076923076923,,149
42,954402816,0.5,0.9,0.1,0.25,40,40,1,30,1,29,9,0,0.03333333333333333,1.0,0.7631578947368421,0.06451612903225806,149
43,1499099465,0.5,0.9,0.1,0.25,40,40,3,27,3,24,12,0,0.1111111111111111,1.0,0.6666666666666666,0.19999999999999998,149
44,166276174,0.5,0.9,0.1,0.25,40,40,3,29,3,26,10,0,0.10344827586206896,1.0,0.7222222222222222,0.1875,149
45,1101473572,0.5,0.9,0.1,0.25,40,40,1,27,1,26,12,0,0.037037037037037035,1.0,0.6842105263157895,0.07142857142857142,149
46,552545436,0.5,0.9,0.1,0.25,40,40,3,28,3,25,11,0,0.10714285714285714,1.0,0.6944444444444444,0.19354838709677416,149
47,669513274,0.5,0.9,0.1,0.25,40,40,2,23,2,21,16,0,0.08695652173913043,1.0,0.5675675675675675,0.16,149
48,1569549018,0.5,0.9,0.1,0.25,40,40,1,27,1,26,12,0,0.037037037037037035,1.0,0.6842105263157895,0.07142857142857142,149
49,1611988094,0.5,0.9,0.1,0.25,40,40,0,26,0,26,13,0,0.0,,0.6666666666666666,,149
0,248446763,0.5,0.9,0.2,0.0,20,20,0,0,0,0,19,0,,,0.0,,150
1,1504083303,0.5,0.9,0.2,0.0,20,20,0,0,0,0,19,0,,,0.0,,150
2,1622494002,0.5,0.9,0.2,0.0,20,20,3,2,2,0,16,1,1.0,0.6666666666666666,0.0,0.8,150
3,20268531,0.5,0.9,0.2,0.0,20,20,2,2,2,0,17,0,1.0,1.0,0.0,1.0,150
4,489844766,0.5,0.9,0.2,0.0,20,20,4,3,3,0,15,1,1.0,0.75,0.0,0.8571428571428571,150
5,144677386,0.5,0.9,0.2,0.0,20,20,3,2,2,0,16,1,1.0,0.6666666666666666,0.0,0.8,150
6,1912147107,0.5,0.9,0.2,0.0,20,20,3,2,2,0,16,1,1.0,0.6666666666666666,0.0,0.8,150
7,1169496159,0.5,0.9,0.2,0.0,20,20,1,1,1,0,18,0,1.0,1.0,0.0,1.0,150
8,842678530,0.5,0.9,0.2,0.0,20,20,2,1,1,0,17,1,1.0,0.5,0.0,0.6666666666666666,150
9,927956233,0.5,0.9,0.2,0.0,20,20,2,0,0,0,17,2,,0.0,0.0,,150
10,1308235164,0.5,0.9,0.2,0.0,20,20,3,3,3,0,16,0,1.0,1.0,0.0,1.0,150
11,794859362,0.5,0.9,0.2,0.0,20,20,4,2,2,0,15,2,1.0,0.5,0.0,0.6666666666666666,150
12,1153466245,0.5,0.9,0.2,0.0,20,20,5,5,5,0,14,0,1.0,1.0,0.0,1.0,150
13,2104394359,0.5,0.9,0.2,0.0,20,20,2,2,2,0,17,0,1.0,1.0,0.0,1.0,150
14,1291817605,0.5,0.9,0.2,0.0,20,20,6,4,4,0,13,2,1.0,0.6666666666666666,0.0,0.8,150
15,510863093,0.5,0.9,0.2,0.0,20,20,3,3,3,0,16,0,1.0,1.0,0.0,1.0,150
16,1457375146,0.5,0.9,0.2,0.0,20,20,3,2,2,0,16,1,1.0,0.6666666666666666,0.0,0.8,150
17,830817783,0.5,0.9,0.2,0.0,20,20,0,0,0,0,19,0,,,0.0,,150
18,1164091062,0.5,0.9,0.2,0.0,20,20,3,3,3,0,16,0,1.0,1.0,0.0,1.0,150
19,951853190,0.5,0.9,0.2,0.0,20,20,4,3,3,0,15,1,1.0,0.75,0.0,0.8571428571428571,150
20,1793885038,0.5,0.9,0.2,0.0,20,20,1,1,1,0,18,0,1.0,1.0,0.0,1.0,150
21,95297294,0.5,0.9,0.2,0.0,20,20,1,1,1,0,18,0,1.0,1.0,0.0,1.0,150
22,101258969,0.5,0.9,0.2,0.0,20,20,3,2,2,0,16,1,1.0,0.6666666666666666,0.0,0.8,150
23,140362514,0.5,0.9,0.2,0.0,20,20,2,2,2,0,17,0,1.0,1.0,0.0,1.0,150
24,503788039,0.5,0.9,0.2,0.0,20,20,1,1,1,0,18,0,1.0,1.0,0.0,1.0,150
25,1387931680,0.5,0.9,0.2,0.0,20,20,3,1,1,0,16,2,1.0,0.3333333333333333,0.0,0.5,150
26,1765582144,0.5,0.9,0.2,0.0,20,20,1,1,0,1,17,1,0.0,0.0,0.05555555555555555,0.0,150
27,1197168800,0.5,0.9,0.2,0.0,20,20,4,2,2,0,15,2,1.0,0.5,0.0,0.6666666666666666,150
28,1510894983,0.5,0.9,0.2,0.0,20,20,5,4,4,0,14,1,1.0,0.8,0.0,0.888888888888889,150
29,1712664842,0.5,0.9,0.2,0.0,20,20,3,3,3,0,16,0,1.0,1.0,0.0,1.0,150
30,1954319551,0.5,0.9,0.2,0.0,20,20,2,1,1,0,17,1,1.0,0.5,0.0,0.6666666666666666,150
31,894908110,0.5,0.9,0.2,0.0,20,20,2,2,2,0,17,0,1.0,1.0,0.0,1.0,150
32,859894808,0.5,0.9,0.2,0.0,20,20,0,0,0,0,19,0,,,0.0,,150
33,988688975,0.5,0.9,0.2,0.0,20,20,1,1,1,0,18,0,1.0,1.0,0.0,1.0,150
34,1976064801,0.5,0.9,0.2,0.0,20,20,5,5,5,0,14,0,1.0,1.0,0.0,1.0,150
35,562837600,0.5,0.9,0.2,0.0,20,20,1,1,1,0,18,0,1.0,1.0,0.0,1.0,150
36,428347375,0.5,0.9,0.2,0.0,20,20,2,2,2,0,17,0,1.0,1.0,0.0,1.0,150
37,1392882976,0.5,0.9,0.2,0.0,20,20,4,4,3,1,14,1,0.75,0.75,0.06666666666666667,0.75,150
38,1653205671,0.5,0.9,0.2,0.0,20,20,2,1,1,0,17,1,1.0,0.5,0.0,0.6666666666666666,150
