generator,difficulty,test_id,selected_model,test_elpd,test_elpd_per_obs,test_rmse,coverage95,residual_acf1,correct
OULB,Intermediate,7,OU+L,1.1382306123296173,0.049488287492592056,0.23095015724679313,0.9565217391304348,-0.30420021586394536,0.0
OULB,Intermediate,8,OULB,-15.10491023092532,-0.6567352274315357,0.37486162163500397,0.8260869565217391,-0.46795653674988885,1.0
OULB,Intermediate,9,OU+L,4.123307293099233,0.17927423013474927,0.20176915628575784,0.9565217391304348,-0.6394960344235628,0.0
OULB,Intermediate,10,OU,-4.087995228834832,-0.1777389229928188,0.29220527634494287,0.9130434782608695,-0.5337059727427547,0.0
OULB,Intermediate,11,OU+T,-0.060996349228546354,-0.0026520151838498414,0.2507449107283806,0.9565217391304348,-0.5174038924677543,0.0
OULB,Intermediate,12,OU,-0.6593895257255702,-0.028669109814155224,0.249184614700921,0.9130434782608695,-0.1765944517105489,0.0
OULB,Intermediate,13,OU,-1.1247316773119387,-0.04890137727443212,0.25513874394269576,0.9565217391304348,-0.5805196000099972,0.0
OULB,Intermediate,14,OU+T,-2.8320909203081412,-0.1231343878394844,0.28117906011148575,0.9565217391304348,-0.44160080008619823,0.0
OULB,Intermediate,15,OU+T,-2.141257218598327,-0.09309813993905769,0.2633524294897456,1.0,-0.4356919185459613,0.0
OULB,Intermediate,16,OU,-2.9236985359764285,-0.12711732765114905,0.2642121201309098,0.9565217391304348,-0.21681274291867736,0.0
OULB,Intermediate,17,OU+L,5.797406223420756,0.25206114014872855,0.177611805353296,1.0,-0.14765546214901554,0.0
OULB,Intermediate,18,OU+L,3.416124912403766,0.14852717010451155,0.2117309263182264,0.9565217391304348,-0.5379040250835174,0.0
OULB,Intermediate,19,OU,-9.43037872087455,-0.41001646612498044,0.3290459288378517,0.8260869565217391,-0.5755424754329584,0.0
OULB,Intermediate,20,OU+T,0.7082342279967808,0.030792792521599166,0.23835061587615913,0.9565217391304348,-0.25536034528324614,0.0
OULB,Intermediate,21,OULB,3.5423555573295973,0.1540154590143303,0.20233042217657232,1.0,-0.15262400615265692,1.0
OULB,Intermediate,22,OU+T,-7.223914514035995,-0.3140832397406954,0.322739431177991,0.8260869565217391,-0.4970771430539403,0.0
OULB,Intermediate,23,OU,0.8789178639182439,0.03821382017035843,0.24412371235563032,1.0,-0.31625392859454154,0.0
OULB,Intermediate,24,OU+B,-4.664132600438643,-0.20278837393211493,0.2905248303202616,0.8695652173913043,-0.39131667520425256,0.0
