generator,difficulty,dataset_role,trajectory_id,obs_index,time,latent_state,observed_state,treatment,true_branch,jump_event,true_theta,true_sigma,true_obs_noise,true_treatment_shift,true_jump_time,true_jump_size,true_jump_lambda,true_jump_scale,true_branch_time,true_branch_sep,true_branch_q,true_n_branch_switches
Nonlinear,Easy,test,23,6,0.8141850045605059,-0.8633071642431716,-0.8004981473406817,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,7,0.8654389951582186,-0.7102247788316559,-0.6871577621637984,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,8,1.0192063611098967,-0.5079493982994526,-0.5807070593723078,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,9,1.0475973488427037,-0.33509356186906386,-0.2990628236500604,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,10,1.2980318132990865,-0.06835904689480668,-0.09845087862244908,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,11,1.381152201908814,0.1581893904400601,0.15943912599645468,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,12,1.729163470972136,0.8961881141890793,0.8161835632416152,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,13,1.9465784922674978,0.6476271217941085,0.575285617944565,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,14,2.1738802839029536,0.7423441934531172,0.7208759479068944,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,15,2.385722225132423,0.6920723818688925,0.6391328136738144,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,16,2.455761448845386,0.7056776234591587,0.7468360287650756,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,17,2.4888391252729782,0.9005686075652296,0.810407146216185,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,18,2.5741569563940816,0.7099178687743254,0.6908399858231383,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,19,2.6031245397273803,0.7362175193144632,0.733296563134347,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,20,2.713828104323909,0.8480069902102478,0.7380653801702631,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,21,3.136462670492236,0.8314684145234977,0.7984393428072162,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,22,3.3858659081754725,0.7986694553101628,0.9026410866479136,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,23,3.457382909953238,1.1476060037848725,1.1273578500161814,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,24,3.6308595248816813,0.9244316331720372,0.9326655077082008,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,25,3.6522629807938123,0.9308684900904449,0.9381729530614136,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,26,3.728075941098421,0.9641446624512725,1.105339321583227,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,27,3.790886969519941,0.8921387451454733,0.9315250116233292,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,28,4.1740934584890255,0.6941921673311653,0.7189367778891771,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,29,4.431316202326236,0.7141077836445863,0.7112652922824699,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,30,4.863225404627393,0.888993631267922,0.9569861462781107,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,31,5.075063301595587,0.7674342665647194,0.7816965389737868,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,32,5.205007341043384,1.0107622798879035,0.9588611339085988,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,33,5.609661992780674,0.8131251585104096,0.8775397589847977,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,34,5.832632902723822,0.8449855603757211,0.804889500298114,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,35,5.833824477552493,0.8567211260656127,0.857319903945034,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,36,5.923759424803582,0.7456656670373003,0.8678141737448963,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,37,5.951055766037543,0.6578293841863548,0.6504027451701685,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,38,6.085037175047056,0.7130132886881936,0.7107217688776759,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,39,6.173065735004601,0.6512727153615371,0.6788589685352472,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,40,6.486814306793893,0.8917810582580546,0.8847661763524409,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,41,6.5039209707378784,0.8420251107802378,0.7951779341835501,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,42,6.668170471442798,0.7826592124782352,0.791634330082376,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,43,6.74654892583774,0.7610293322550441,0.7924310678779799,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,44,7.148814142097475,0.8881545021464023,0.9096055214150948,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,45,7.171021107987652,0.8813236181132136,0.8533197209237026,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,46,7.971686445914567,0.6631138621551911,0.6449216842297625,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,47,8.053659447562216,0.8349651663942981,0.7903583309696456,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,48,8.146558859349609,0.6206989002093918,0.6142871823402652,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,49,8.30661665786073,0.517205297561692,0.5860305097439259,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,50,8.378393534447039,0.3665795226624224,0.4011879219326453,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,51,8.555609127428692,0.7305730735457511,0.6686041267838208,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,52,8.756375104748281,0.7504015368021603,0.8092765789716416,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,53,8.849781853598644,1.0011100058084659,1.0120378536987944,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,54,9.06711044053077,0.8217467149761174,0.8053550135957023,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,55,9.326612866747677,0.8767955345991181,0.8487230474478757,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,56,9.515874982341616,0.4726321451083364,0.4740262635422412,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,57,9.537065299600282,0.427357323579173,0.3740256044472937,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,58,9.712179216602307,0.8377487494188097,0.778837873646865,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,23,59,10.0,0.5645073850778493,0.576073993967529,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,0,0.0,-0.8,-0.7960218224533019,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,1,0.1865551244289687,-0.6344730598158032,-0.5540939931071378,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,2,0.636673222504297,-0.36344824455341285,-0.4562907723799203,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,3,0.6878983319264287,-0.4075417913162176,-0.37498070824671026,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,4,0.7071218827305681,-0.21957888242410722,-0.2271213322502734,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,5,0.924162518081757,-0.845780905837394,-0.9023546020881045,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,6,0.9825580491916386,-1.0201962182859072,-0.9377009398435099,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,7,1.00051556287442,-0.9529061924454031,-0.9301958531551653,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,8,1.0310338057501889,-1.0098190331863748,-1.0670669264750983,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,9,1.148541770373298,-0.5815948143321468,-0.6454465021668908,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,10,1.1788949865349851,-0.5841804852003203,-0.6659526701117319,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,11,1.5607097365343914,0.20290125603525144,0.2040033613081893,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,12,1.6010022221210451,-0.07581587999904309,-0.05068785437347119,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,13,1.6855548992413982,-0.20056982954009023,-0.21948874011999353,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,14,2.195561674723333,-0.5493865340565652,-0.5640605102794334,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,15,2.4579584474582648,-1.03516902628668,-1.0978779144829878,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,16,2.476929634222028,-0.810851286894021,-0.898244289885466,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,17,2.6240751148873143,-0.6240691201851613,-0.6599153582023171,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,18,2.819407168028467,-0.9989985500018776,-0.9754177786018873,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,19,2.855426657761896,-0.9910900004187115,-1.0353015887190646,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,20,2.936520041128121,-0.907668238117851,-0.9509715330336006,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,21,3.0949910435293604,-0.9185657992293073,-0.9009522566937451,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,22,3.148468488067069,-0.7546700870783618,-0.8062307173823683,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,23,3.1857205775872,-0.7498859163651072,-0.7498868180050487,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,24,3.288952517854349,-0.803405523391485,-0.8012079972370397,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,25,3.3231490651342233,-0.9065006914175376,-0.9620177657027246,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,26,3.5867040310672493,-1.0746404440095088,-1.0700028112134958,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,27,3.590910927043287,-0.9755590430949903,-0.9611564099513202,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,28,3.740605803587218,-0.828868745989791,-0.8342332000239856,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,29,4.057066647318464,-0.8428854565658213,-0.8323018038003481,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,30,4.155019565386101,-0.7429704988494281,-0.7461899144999615,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,31,4.228242128342046,-1.033639056900838,-0.9927250138096946,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,32,4.40161135605297,-0.7832590733844335,-0.8954885364051078,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,33,4.452220684644611,-0.7559609041484934,-0.7495651987639239,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,34,4.656404077729094,-0.5471911332082815,-0.5681737052322294,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,35,4.685858089939289,-0.506031719388221,-0.4340596671885849,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,36,4.802255662117629,-0.7654363189422669,-0.838888687059326,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,37,5.004793063402255,-0.6307481818473396,-0.688634368222082,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,38,5.464437457417985,-0.4233099606767821,-0.3469977032288524,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,39,5.714431725385307,0.08809999312237264,0.13818847295423067,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,40,5.760361599531519,0.20642877459810888,0.2584789222517565,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,41,5.850252348767163,0.16242153469370765,0.06360085999222252,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,42,6.263256776447028,0.2801110193298873,0.2400441391518079,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,43,6.3441097795484955,0.16524761160961793,0.2505159791736735,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,44,6.608377695518701,-0.16846313366006543,-0.057647447402814855,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,45,7.112440601680996,-0.9280122105617608,-0.9706216479929466,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,46,7.318390653707498,-0.8719131334369,-0.8406644261728161,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,47,7.493121549031544,-0.8465998825269058,-0.8456133976278751,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,48,7.6700556328689515,-1.043180638559319,-1.109550918374883,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,49,7.76897716033538,-0.8666103780108187,-0.829234640690518,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,50,8.10319983622966,-0.524776049916503,-0.47354054340955226,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,51,8.16588107855455,-0.6347824127258842,-0.7102550360084112,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,52,8.364189212322689,-0.8223028808044037,-0.8044222804002481,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,53,8.385464056066036,-0.7761859315303813,-0.7915330472163864,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,54,9.009428552848519,-0.6027955085955905,-0.5986553870866542,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,55,9.123936788751507,-0.5720035245574596,-0.6786206032356861,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,56,9.682803300912182,-0.458846614492553,-0.4457614566068504,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,57,9.794978344510364,-0.06555028041081792,-0.020746366523245602,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,58,9.809511885942827,-0.03730617150603738,-0.0993320015964137,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Easy,test,24,59,10.0,0.5117658381121678,0.5317311841748926,0,0,0,,0.65,0.05,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,0,0,0.0,-0.8,-0.8811939466000613,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,0,1,0.5853083117556968,-0.9515471295116538,-0.8132824872372582,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,0,2,1.0643074827193566,-0.4263098199793934,-0.7559999748426491,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,0,3,1.1651698845123148,-0.2284386843363394,-0.5475491178713502,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,0,4,1.2549281414332158,-0.19213440200679502,0.342803874240338,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,0,5,1.2583138877823052,-0.2361981115612964,-0.16516672649048109,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,0,6,1.4647215194722563,0.42492792812876556,0.822767017976439,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,0,7,1.9310186405695673,0.712990370440339,0.5195656887585197,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,0,8,2.3476159920061246,0.48941524958089355,0.3814205183735535,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,0,9,3.0466237886018477,0.6474694110698691,0.2865289401762098,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,0,10,3.8549329422368874,0.6983963757639581,0.8724204750516223,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,0,11,4.186134899123236,0.5142817044042212,0.4891526870796649,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,0,12,5.110285107532636,0.39567677446631705,0.34191792753176664,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,0,13,5.253571449269994,0.6276179911996334,0.6861863058559491,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,0,14,6.24302998929699,0.5725438876136137,0.8816018357300459,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,0,15,7.6239045261379035,-0.7740820051616109,-0.8870621374401784,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,0,16,7.818120802286865,-0.8193962047463645,-0.8019143526186758,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,0,17,8.416268237581528,-0.9842809800515694,-0.4963339514719452,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,0,18,8.752253181352707,-0.7933879790173451,-0.6053468900632929,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,0,19,9.187549450825049,-0.8535662207827011,-1.2786027186629536,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,0,20,9.32749762082252,-0.9253902663479022,-1.127977707493482,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,0,21,9.834939529715648,-0.49387630860458004,-0.4892243802456088,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,0,22,9.876029836491,-0.5567108411403286,-0.3543906914388159,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,0,23,10.0,-0.2826415389141045,-0.1316707592641959,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,1,0,0.0,-0.8,-0.6229222976189738,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,1,1,0.005799673151876128,-0.8578321655876449,-0.6272575409425548,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,1,2,0.3530533645073175,-1.0531969817541955,-1.2064738140874343,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,1,3,0.5506489465838005,-0.8561328546620537,-1.148880904586664,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,1,4,1.5236019528316003,-0.9436968329920798,-1.0562158455167112,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,1,5,1.561561371086626,-0.7470396463879988,-0.5278131345886509,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,1,6,2.18045071395065,-0.6688856024054308,-0.8256657182958638,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,1,7,2.409732306560428,-0.9463168833808671,-1.3570419165565188,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,1,8,2.4111568348517665,-0.9263678469944769,-0.6847354746523044,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,1,9,3.5907892711524836,-1.1001198581267535,-1.0274600670145344,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,1,10,4.0762184108902275,-0.727943162621099,-0.9487353701441634,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,1,11,4.5563113979322285,-0.5565656766663806,-0.4764392387979937,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,1,12,4.821134284043942,-0.7431400468041889,-1.0148105478912266,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,1,13,5.146524797543183,-0.3602269620922122,-0.392776606075357,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,1,14,5.582505798788312,-0.681067261472514,-0.47529584777861544,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,1,15,5.752547083800619,-0.38240977982845425,-0.32052493468691284,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,1,16,5.942298567883539,-0.6712591081354121,-0.7356522192708526,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,1,17,6.4355034094225205,-0.5242159762950674,-0.33416654993811723,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,1,18,7.449473580259229,-0.5222056612320398,-0.8860217710077903,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,1,19,8.968117923721822,-0.8060724253662005,-0.6520540986936783,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,1,20,9.124174316061833,-0.680421586612567,-0.5942448105233328,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,1,21,9.434937601875372,-0.8326952318051503,-0.5802321028705189,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,1,22,9.940621272076381,-0.8662915021458653,-0.9067997735445545,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,1,23,10.0,-0.9426355894887121,-0.9917423670599057,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,2,0,0.0,-0.8,-0.8317855198127846,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,2,1,0.6494610551009139,-0.42438212960380667,-0.4493033483629202,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,2,2,0.8452911992450962,-0.7106992054629067,-0.9972109472236195,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,2,3,1.262267933335548,-0.6822885142031122,-0.528111703111751,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,2,4,3.0229492908822966,-0.7212269036078202,-0.6231340379082685,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,2,5,3.1315915531421377,-0.8656600161086588,-0.9138050392926441,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,2,6,3.272139932811775,-0.7196463527314952,-1.054204174719826,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,2,7,3.877774608797292,-0.4333797746720867,-0.27255169696338316,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,2,8,4.230051319838346,-0.7458432392786873,-1.0419688555509072,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,2,9,4.317205303262661,-0.8849067538909208,-1.1791267447099414,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,2,10,4.5320999640016835,-0.7525751865318481,-0.70940032332496,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,2,11,5.827646450222158,0.9716145107656687,0.9118437565638978,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,2,12,6.794898105554329,0.3051878850279912,0.07129107816757593,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,2,13,7.623541270950858,0.6935023598918397,0.9623306557887378,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,2,14,7.869304237776383,0.7617595244677322,0.6889754123707927,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,2,15,8.028703433182447,0.7616140975975896,0.41147098987769287,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,2,16,8.031078508938274,0.7527197130762964,1.1356270749048665,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,2,17,8.444855299395776,0.6474215293489913,0.7400226016523686,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,2,18,9.052714372308978,0.6184476866043125,0.38989015854756026,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,2,19,9.13932367611634,0.8343462815771528,0.7697066275273302,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
Nonlinear,Intermediate,train,2,20,9.284946640479113,0.8515326333328957,0.8587001360872177,0,0,0,,0.65,0.22,0.0,,0.0,,,,,,0
